id,imageAssetName,title,shoeSize,videoUrl,stripes,backgroundColor
48,DOAF_FF_047.png,Ducks of a Feather #48,9.5,https://player.vimeo.com/progressive_redirect/playback/679385015/rendition/540p?loc=external&signature=0c211272e3140ca6f4fa15714c03137eb457f7577d7f9eb7622cc438a0ad49b5,N,SKY BLUE
49,DOAF_FF_048.png,Ducks of a Feather #49,10,https://player.vimeo.com/progressive_redirect/playback/679385024/rendition/540p?loc=external&signature=77c76c3dbb0d5011cd9cdd12cf5f390caf2002bc97bced8590d6c812c96e5faa,N,MAROON
50,DOAF_FF_049.png,Ducks of a Feather #50,10,https://player.vimeo.com/progressive_redirect/playback/679385034/rendition/540p?loc=external&signature=ab8d04774ea1ede5f5e399d713a70b3df4bc21c435bf0d4892c798abddd3c5bd,Y,BRIGHT ORANGE
51,DOAF_FF_050.png,Ducks of a Feather #51,10,https://player.vimeo.com/progressive_redirect/playback/679385049/rendition/540p?loc=external&signature=39e0f993f8dad3c564aee7a51dacb2aa658ea24ae99c7f98911065ac38631617,N,PINK
52,DOAF_FF_051.png,Ducks of a Feather #52,10,https://player.vimeo.com/progressive_redirect/playback/679385058/rendition/540p?loc=external&signature=fce90931cfd35a417878baec214b380f821671942cb711eeb4c2feefaf738d90,N,LIGHT GREY
53,DOAF_FF_052.png,Ducks of a Feather #53,10,https://player.vimeo.com/progressive_redirect/playback/679385067/rendition/540p?loc=external&signature=e550d1aa4dcce9416e8446b0839f33f9ad1acafdc34d3474d2a5cd8dbb3ecfea,N,ARTICHOKE GREEN
54,DOAF_FF_053.png,Ducks of a Feather #54,10,https://player.vimeo.com/progressive_redirect/playback/679385089/rendition/540p?loc=external&signature=bb2ee9f0205a55dda8b287a71f4be3c1a06ad94f3a51c3ec07bd2dc1277bf93d,Y,YELLOW
55,DOAF_FF_054.png,Ducks of a Feather #55,10,https://player.vimeo.com/progressive_redirect/playback/679385098/rendition/540p?loc=external&signature=7229edd8c7a887d37d636a5141aa8c7922b2b266ba486c1131266d76f48a32d7,N,FLAME ORANGE
56,DOAF_FF_055.png,Ducks of a Feather #56,10,https://player.vimeo.com/progressive_redirect/playback/679385108/rendition/540p?loc=external&signature=9cdf43673765276c002f68fd4659652ee9a0979fa0a84300dce1d77bc35ec92e,N,SKY BLUE
57,DOAF_FF_056.png,Ducks of a Feather #57,10,https://player.vimeo.com/progressive_redirect/playback/679385121/rendition/540p?loc=external&signature=3074710d2f19038fca6445a43a242f2a94a92f2e1c47a438bdd61bf252891ddc,N,PURPLE
58,DOAF_FF_057.png,Ducks of a Feather #58,10,https://player.vimeo.com/progressive_redirect/playback/679385134/rendition/540p?loc=external&signature=f388e76ca609ef477d246356375091bfbf08a41da1b66d9612ae8945092f1c8a,Y,BRIGHT ORANGE
59,DOAF_FF_058.png,Ducks of a Feather #59,10,https://player.vimeo.com/progressive_redirect/playback/679385144/rendition/540p?loc=external&signature=f6dffc9bcb3c2a15cdab3836f6be0c31728daf416388f53f362fa5b321250fc8,N,PINK
60,DOAF_FF_059.png,Ducks of a Feather #60,10,https://player.vimeo.com/progressive_redirect/playback/679385155/rendition/540p?loc=external&signature=4132cba3f7d643ab40ef2f71e1ff21f355cea184da5d6f191465b9148c6c6b7b,N,MINT GREEN
61,DOAF_FF_060.png,Ducks of a Feather #61,10,https://player.vimeo.com/progressive_redirect/playback/679385167/rendition/540p?loc=external&signature=aaa72b7764cdf0680549e9c17b04dbe359b6dccb0b10c4698d8452ac58ef5a48,N,LIGHT GREY
62,DOAF_FF_061.png,Ducks of a Feather #62,10,https://player.vimeo.com/progressive_redirect/playback/679385176/rendition/540p?loc=external&signature=f5c8820565445153fa7a6759b521277393d0708ae80d0c3b857b29a8541537e1,N,BROWN
63,DOAF_FF_062.png,Ducks of a Feather #63,10,https://player.vimeo.com/progressive_redirect/playback/679385182/rendition/540p?loc=external&signature=c964986b7939bbc6e97e8d6b107396338366dec412ea25bfe1c79f8a8466d95b,N,MAROON
64,DOAF_FF_063.png,Ducks of a Feather #64,10,https://player.vimeo.com/progressive_redirect/playback/679385193/rendition/540p?loc=external&signature=6baeef95b6399c324bda1bd15245bba7582b12513ede173f240727d45d7e3836,N,MAROON
65,DOAF_FF_064.png,Ducks of a Feather #65,10.5,https://player.vimeo.com/progressive_redirect/playback/679385210/rendition/540p?loc=external&signature=9c824851b12f07f3e3a71225c09f695ecd92151f997a08306368d4525a9bc622,N,FLAME ORANGE
66,DOAF_FF_065.png,Ducks of a Feather #66,10.5,https://player.vimeo.com/progressive_redirect/playback/679385211/rendition/540p?loc=external&signature=33e987b441b802d8cc25b41ca6662076d9df5d9aa40307307a917549cf47fe79,N,ARTICHOKE GREEN
67,DOAF_FF_066.png,Ducks of a Feather #67,10.5,https://player.vimeo.com/progressive_redirect/playback/679385223/rendition/540p?loc=external&signature=d2b86c40847cab3cfea09eaf9092fa3caf98018303271626c196ce1fcc6a8b09,N,MINT GREEN
68,DOAF_FF_067.png,Ducks of a Feather #68,10.5,https://player.vimeo.com/progressive_redirect/playback/679385235/rendition/540p?loc=external&signature=d431eac4f44c37a00ad71f2ecb694a519d980dd6a3a7bd64aecc2a4a654b0f5a,N,SKY BLUE
69,DOAF_FF_068.png,Ducks of a Feather #69,10.5,https://player.vimeo.com/progressive_redirect/playback/679385245/rendition/540p?loc=external&signature=efe37244d28bcc2a892e07f96cd2e1f5ae240b087b6d247a336653a95948c935,N,DARK GREY
70,DOAF_FF_069.png,Ducks of a Feather #70,10.5,https://player.vimeo.com/progressive_redirect/playback/679385261/rendition/540p?loc=external&signature=cb34e6d072f656dc8e56027dd9110165c87491678456f998b2aac17e4261ff6e,Y,BRIGHT ORANGE
71,DOAF_FF_070.png,Ducks of a Feather #71,10.5,https://player.vimeo.com/progressive_redirect/playback/679385270/rendition/540p?loc=external&signature=541844473ca1562461ce42d48fe1eb0b5f7479330156f16516a2420a0f789d5a,N,MAROON
72,DOAF_FF_071.png,Ducks of a Feather #72,10.5,https://player.vimeo.com/progressive_redirect/playback/679385278/rendition/540p?loc=external&signature=235bc1dc1972694f004670d4b5f860dbbebefb00a9f1e9533808b62f697381b9,N,PURPLE
73,DOAF_FF_072.png,Ducks of a Feather #73,10.5,https://player.vimeo.com/progressive_redirect/playback/679385286/rendition/540p?loc=external&signature=ed18a0c402a7240f5b01cface487351bfa17bf9fd701b3e9359fd1f710fa1c14,N,BROWN
74,DOAF_FF_073.png,Ducks of a Feather #74,10.5,https://player.vimeo.com/progressive_redirect/playback/679385296/rendition/540p?loc=external&signature=1a0d5e451c873eef2d3076c2771a0272ea7447da483f70ad3a0eae326e49a924,N,PINK
75,DOAF_FF_074.png,Ducks of a Feather #75,10.5,https://player.vimeo.com/progressive_redirect/playback/679385307/rendition/540p?loc=external&signature=612d1833e0e3457086baa6525174c402c82c6cabfa753b1d7fbef0e76a2abc92,N,DARK GREY
76,DOAF_FF_075.png,Ducks of a Feather #76,10.5,https://player.vimeo.com/progressive_redirect/playback/679385316/rendition/540p?loc=external&signature=3b92f09828af03fcd9da40ce164952c24124c3d17b51d5c0e7f18d68832be7b9,N,MINT GREEN
77,DOAF_FF_076.png,Ducks of a Feather #77,10.5,https://player.vimeo.com/progressive_redirect/playback/679385324/rendition/540p?loc=external&signature=45f4d00615b6f574aadb4baf99ebd9b0bdb08484cdf726da24b3c7ce4e78430f,N,LIGHT GREY
78,DOAF_FF_077.png,Ducks of a Feather #78,10.5,https://player.vimeo.com/progressive_redirect/playback/679385329/rendition/540p?loc=external&signature=2d6d5bfc78535baf475465f293840b4f932a28b9d1dfc6dde4e36e472fe34d12,N,DARK GREY
79,DOAF_FF_078.png,Ducks of a Feather #79,10.5,https://player.vimeo.com/progressive_redirect/playback/679385342/rendition/540p?loc=external&signature=7259a1e762168d15e97cb9718c498159374af77a92f135682aa2186d17cbd161,Y,BLACK
80,DOAF_FF_079.png,Ducks of a Feather #80,10.5,https://player.vimeo.com/progressive_redirect/playback/679385353/rendition/540p?loc=external&signature=07c77867ec534205acae11923e3aa1adca0aaf3b15f88da9c3183215296017a6,N,ARTICHOKE GREEN
81,DOAF_FF_080.png,Ducks of a Feather #81,11,https://player.vimeo.com/progressive_redirect/playback/679385361/rendition/540p?loc=external&signature=d4fa7bddf150cf8ab72f8e253602d64eda510cfbfba497374c0df5dfe8d85fbd,N,MAROON
82,DOAF_FF_081.png,Ducks of a Feather #82,11,https://player.vimeo.com/progressive_redirect/playback/679385371/rendition/540p?loc=external&signature=0196af76d1157ea0d07aa9b6865256eb6a7ea2446d9fb0d08eec51662d7ec3a3,Y,BRIGHT ORANGE
83,DOAF_FF_082.png,Ducks of a Feather #83,11,https://player.vimeo.com/progressive_redirect/playback/679385379/rendition/540p?loc=external&signature=d1b80c8b970fb79be2f388bd808db7ebb3085038f7b2c7430301b444824aaf1b,N,SKY BLUE
84,DOAF_FF_083.png,Ducks of a Feather #84,11,https://player.vimeo.com/progressive_redirect/playback/679385389/rendition/540p?loc=external&signature=68aaf80cce1c320cfbb8436aa73dcb4a0fddb43b8bb3f6daf5d0345da649e6a1,N,PURPLE
85,DOAF_FF_084.png,Ducks of a Feather #85,11,https://player.vimeo.com/progressive_redirect/playback/679385398/rendition/540p?loc=external&signature=134c9f4bd22bc8d6f1d7c9715480047235c84c6848ac8ec7626283edb8526d7d,N,BROWN
86,DOAF_FF_085.png,Ducks of a Feather #86,11,https://player.vimeo.com/progressive_redirect/playback/679385411/rendition/540p?loc=external&signature=f155f4d047babf4cbafce12197d1c5c3c7509bed986b609de610accba106437f,N,DARK GREY
87,DOAF_FF_086.png,Ducks of a Feather #87,11,https://player.vimeo.com/progressive_redirect/playback/679385419/rendition/540p?loc=external&signature=9ee49017c2fccc678439ba3cd2b90e36686e9782864286aa23910a04e6e7bba6,N,PINK
88,DOAF_FF_087.png,Ducks of a Feather #88,11,https://player.vimeo.com/progressive_redirect/playback/679385428/rendition/540p?loc=external&signature=7981108d5deea9d23a8aa63fd9acd528d5447ef5775ef08f8e7b4effc3184aaf,N,FLAME ORANGE
89,DOAF_FF_088.png,Ducks of a Feather #89,11,https://player.vimeo.com/progressive_redirect/playback/679385444/rendition/540p?loc=external&signature=e2ef8ae0f14ccec08121d5475555a4e60ee0e4464a5ecef461cce0c162982bdc,Y,BRIGHT ORANGE
90,DOAF_FF_089.png,Ducks of a Feather #90,11,https://player.vimeo.com/progressive_redirect/playback/679385454/rendition/540p?loc=external&signature=fb15faae23cf0f3443e9478ad941a4d46ea43326b15feae3d0e5f88941fc8c22,N,LIGHT GREY
91,DOAF_FF_090.png,Ducks of a Feather #91,11,https://player.vimeo.com/progressive_redirect/playback/679385458/rendition/540p?loc=external&signature=917adc45b1bec01ded79c3dfd729c15c6a09f38b29346a18fa1c892bb1cb32c3,N,FLAME ORANGE
92,DOAF_FF_091.png,Ducks of a Feather #92,11,https://player.vimeo.com/progressive_redirect/playback/679385467/rendition/540p?loc=external&signature=c94760f2defc07ffe50be1590c07a77d6f8d80dc3a7076a27718d1a1bf921925,N,MINT GREEN
93,DOAF_FF_092.png,Ducks of a Feather #93,11,https://player.vimeo.com/progressive_redirect/playback/679385477/rendition/540p?loc=external&signature=e5c7c96513226ed5004766165ef97bbeb17be9cb0d42c43b5cea207d7c5de2bf,N,FLAME ORANGE
94,DOAF_FF_093.png,Ducks of a Feather #94,11,https://player.vimeo.com/progressive_redirect/playback/679385483/rendition/540p?loc=external&signature=7504e88deef938508af851575e67ea5e961023a359edea88ba6dcf2c37ca8b1d,Y,YELLOW
95,DOAF_FF_094.png,Ducks of a Feather #95,11,https://player.vimeo.com/progressive_redirect/playback/679385491/rendition/540p?loc=external&signature=1df1b51cee9f317255a30539ceb53aef174c335f18c44440b17d1d83f5a87872,N,DARK GREY
